City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,flying fish cove,-10.4217,105.6791,27.82,78,15,2.06,CX,1707874135
361,antofagasta,-23.65,-70.4,21.6,86,23,1.77,CL,1707874154
362,fangshan,39.6983,115.9925,9.62,36,86,3.39,CN,1707874408
363,shanga,11.2106,4.5788,25.69,10,0,2.26,NG,1707874408
364,plesetsk,62.708,40.2916,-32.14,100,5,1.49,RU,1707874161
365,kapa'a,22.0752,-159.319,26.18,72,0,8.23,US,1707874069
366,kapuskasing,49.4169,-82.4331,-14.0,72,75,2.57,CA,1707874081
367,rumonge,-3.9736,29.4386,22.19,86,99,1.19,BI,1707874408
368,zambezi,-13.5432,23.1047,19.57,79,19,1.88,ZM,1707874409
369,mutare,-18.9707,32.6709,13.86,89,0,1.1,ZW,1707874409
370,starovelichkovskaya,45.4288,38.7326,11.71,66,95,2.21,RU,1707874409
371,mahina,-17.5065,-149.489,27.87,89,75,5.14,PF,1707873802
372,ar ruways,24.1103,52.7306,19.07,85,0,2.13,AE,1707874155
373,novodvinsk,64.4165,40.8122,-32.9,100,7,1.19,RU,1707874409
374,utrik,11.2278,169.8474,26.26,73,100,7.65,MH,1707874078
375,moroni,-11.7022,43.2551,26.67,84,16,3.01,KM,1707874409
376,shohimardon,39.9839,71.8028,-1.57,47,100,2.33,UZ,1707874409
377,yamada,39.4667,141.95,13.3,60,12,5.66,JP,1707874409
378,ostroleka,53.0862,21.5757,1.63,86,67,2.36,PL,1707874409
379,cumana,10.4635,-64.1775,25.68,83,89,4.79,VE,1707874409
380,camana,-16.6228,-72.7111,24.0,84,89,2.53,PE,1707873884
381,nevel'sk,46.6733,141.8633,-2.41,84,99,8.19,RU,1707874151
382,mount pearl,47.5166,-52.7813,-1.14,87,100,1.03,CA,1707874283
383,kruisfontein,-34.0033,24.7314,16.6,91,72,4.39,ZA,1707874159
384,kikvidze,50.7416,43.0518,0.24,96,100,5.43,RU,1707874410
385,dongola,19.1667,30.4833,19.19,12,0,1.95,SD,1707874410
386,tartagal,-22.5164,-63.8013,19.79,89,100,0.97,AR,1707874192
387,gimbi,9.1667,35.8333,16.17,40,100,0.8,ET,1707874410
388,saint-francois,46.4154,3.9054,8.14,94,100,1.03,FR,1707874257
389,shiguai,40.7058,110.2856,-3.92,60,100,2.97,CN,1707874410
390,veselynove,47.3567,31.2349,7.86,96,100,1.87,UA,1707874410
391,bikenibeu village,1.3673,173.1241,30.98,79,75,3.09,KI,1707874089
392,santiago del estero,-27.7951,-64.2615,21.96,45,100,3.1,AR,1707874410
393,pangody,65.85,74.4859,-35.03,92,5,4.39,RU,1707874074
394,tres arroyos,-38.3739,-60.2798,12.65,62,5,3.3,AR,1707874150
395,iwanai,42.9744,140.5089,6.25,78,74,4.48,JP,1707874410
396,targuist,34.9377,-4.3186,13.58,62,100,1.22,MA,1707874411
397,paraisopolis,-22.5542,-45.78,20.58,94,100,0.26,BR,1707874411
398,alesund,62.4723,6.1549,6.51,56,75,5.14,NO,1707874266
399,malanje,-9.5402,16.341,18.38,97,100,0.37,AO,1707874411
400,leava,-14.3,-178.1667,28.96,80,99,6.33,WF,1707874151
401,ko lanta,7.5336,99.0865,27.38,75,9,7.62,TH,1707874411
402,tamanrasset,22.785,5.5228,14.95,20,0,3.09,DZ,1707874145
403,piacabucu,-10.4056,-36.4344,26.16,84,100,2.45,BR,1707874338
404,mana,5.6592,-53.7767,26.02,85,83,4.61,GF,1707874069
405,luwuk,-0.9516,122.7875,30.56,66,100,1.17,ID,1707874411
406,nantucket,41.2835,-70.0995,1.08,75,40,8.75,US,1707874141
407,amga,60.8953,131.9608,-25.19,89,100,3.3,RU,1707874359
408,wanning,18.8003,110.3967,22.45,73,69,1.82,CN,1707874269
409,uzgen,40.7699,73.3007,3.16,50,100,2.42,KG,1707874411
410,pandan,14.0453,124.1694,25.69,85,53,7.28,PH,1707874096
411,howard springs,-12.497,131.047,26.04,91,99,4.0,AU,1707874341
412,nizao,18.25,-70.2,26.37,79,4,2.2,DO,1707874411
413,charters towers,-20.1,146.2667,32.39,45,33,3.68,AU,1707874271
414,lata,40.1629,-8.3327,16.62,95,100,1.63,PT,1707874135
415,shimoda,34.6667,138.95,16.72,57,0,9.42,JP,1707874412
416,verkhnevilyuysk,63.4453,120.3167,-35.14,97,89,2.11,RU,1707874412
417,lodja,-3.4833,23.4333,21.22,97,100,0.47,CD,1707874412
418,tashtyp,52.7939,89.8983,-13.91,91,100,0.88,RU,1707874412
419,qarqaraly,49.4058,75.4742,-8.6,86,100,7.76,KZ,1707874412
420,fort-shevchenko,44.5086,50.263,9.41,58,100,4.75,KZ,1707874070
421,shingu,33.7333,135.9833,16.67,62,32,3.08,JP,1707874134
422,grande prairie,55.1667,-118.8027,-3.9,58,20,2.57,CA,1707874101
423,motygino,58.1831,94.7592,-19.01,100,100,1.34,RU,1707874412
424,alice springs,-23.7,133.8833,36.79,21,0,5.14,AU,1707874076
425,ulanhot,46.0833,122.0833,-6.74,34,2,7.44,CN,1707874371
426,puerto armuelles,8.2833,-82.8667,29.99,75,100,0.45,PA,1707874278
427,zheleznogorsk,52.331,35.3711,0.98,99,100,4.21,RU,1707874085
428,mendi,-6.1761,143.6513,15.69,92,100,0.55,PG,1707874412
429,luanda,-8.8368,13.2343,29.0,84,75,3.09,AO,1707874121
430,richfield,44.8833,-93.283,-0.03,65,75,3.09,US,1707874412
431,prince george,53.9166,-122.753,-6.32,90,0,1.03,CA,1707874329
432,tralee,52.2704,-9.7026,10.41,96,98,2.83,IE,1707874072
433,aykhal,66.0,111.5,-34.99,100,100,3.65,RU,1707874073
434,itoman,26.1247,127.6694,22.27,68,20,9.26,JP,1707874413
435,antalaha,-14.9003,50.2788,24.91,92,73,1.79,MG,1707874146
436,port lincoln,-34.7333,135.8667,18.09,49,5,5.21,AU,1707874071
437,saint-doulchard,47.1037,2.352,9.21,88,100,2.87,FR,1707874413
438,waingapu,-9.6567,120.2641,29.18,73,8,2.72,ID,1707874138
439,linden,6.0,-58.3,23.89,93,95,1.4,GY,1707874413
440,mili,6.0815,171.735,27.55,72,100,8.06,MH,1707874104
441,yazman,29.1212,71.7446,12.83,23,0,2.74,PK,1707874413
442,riosucio,5.4216,-75.7032,17.78,91,100,0.51,CO,1707874413
443,qina,26.1642,32.7267,15.43,38,38,2.59,EG,1707874140
444,fauske,67.2588,15.3918,-4.98,77,100,5.77,NO,1707874413
445,dunedin,-45.8742,170.5036,27.26,29,0,5.95,NZ,1707874081
446,nova sintra,14.8667,-24.7167,20.18,78,1,6.58,CV,1707874077
447,teguise,29.0605,-13.564,21.12,53,0,4.12,ES,1707874413
448,hanceville,34.0607,-86.7675,6.42,73,0,1.36,US,1707874413
449,verkhniy rohachyk,47.2505,34.338,7.67,79,100,0.49,UA,1707874413
450,piranshahr,36.701,45.1413,5.71,80,89,2.33,IR,1707874413
451,kirishi,59.4471,32.0205,-12.76,87,25,4.23,RU,1707874414
452,bardai,11.65,7.2333,20.26,11,0,4.27,NG,1707874076
453,terrace,54.5163,-128.6035,1.23,74,40,8.23,CA,1707874165
454,puerto baquerizo moreno,-0.9,-89.6,26.84,85,100,5.03,EC,1707874071
455,selfoss,63.9331,-20.9971,-8.31,85,10,3.29,IS,1707874069
456,kerikeri,-35.2268,173.9474,22.89,49,0,3.99,NZ,1707874086
457,beyla,8.6833,-8.6333,23.81,29,2,0.99,GN,1707874414
458,chui,-33.6971,-53.4616,18.11,62,100,3.04,UY,1707874414
459,garoowe,8.4054,48.4845,19.81,94,33,4.91,SO,1707874414
460,tsiombe,-25.3,45.4833,24.17,86,100,6.01,MG,1707874083
461,kabansk,52.0486,106.6528,-15.06,76,75,1.3,RU,1707874414
462,midvagur,62.0511,-7.1939,3.46,81,75,6.17,FO,1707874085
463,khemis miliana,36.261,2.2202,12.0,80,6,1.05,DZ,1707874414
464,dali,25.7,100.1833,10.74,48,13,1.88,CN,1707874270
465,dakhla,23.6848,-15.958,19.59,73,0,2.12,EH,1707874133
466,fayetteville,35.0527,-78.8784,11.12,41,0,3.09,US,1707874203
467,ad dabbah,18.05,30.95,20.3,9,0,3.02,SD,1707873921
468,burang,30.25,81.1667,-12.9,67,99,0.83,CN,1707874155
469,urangan,-25.3,152.9,27.89,84,56,4.02,AU,1707874141
470,dori,14.0354,-0.0345,25.8,8,100,3.97,BF,1707874414
471,sirte,31.2089,16.5887,15.26,75,46,9.05,LY,1707874095
472,sinop,41.7711,34.8709,8.86,76,100,1.05,TR,1707874252
473,puerto lempira,15.2667,-83.7667,25.07,86,99,2.69,HN,1707874089
474,jayapura,-2.5333,140.7,27.66,79,99,1.54,ID,1707874154
475,brookings,44.3114,-96.7984,2.25,83,100,2.06,US,1707874370
476,nizhneudinsk,54.9076,99.0276,-15.83,86,100,2.01,RU,1707874415
477,mahibadhoo,3.7833,72.9667,27.75,79,42,7.53,MV,1707874415
478,oodweyne,9.4092,45.064,19.01,64,7,3.57,SO,1707874415
479,arkhangel'sk,64.5401,40.5433,-32.71,74,20,0.0,RU,1707874132
480,puerto san jose,13.9256,-90.8244,26.38,76,3,1.38,GT,1707874415
481,praia da vitoria,38.7333,-27.0667,14.14,82,20,5.88,PT,1707873861
482,humaita,-7.5061,-63.0208,23.36,97,85,1.18,BR,1707874415
483,egilsstadir,65.2653,-14.3948,-6.05,86,20,3.09,IS,1707874074
484,plettenberg bay,-34.0527,23.3716,18.05,94,12,2.57,ZA,1707874131
485,champerico,14.3,-91.9167,27.04,75,7,1.98,GT,1707874273
486,zapala,-38.8992,-70.0544,20.47,37,100,8.02,AR,1707874415
487,bhawanipatna,19.9,83.1667,20.98,47,100,1.81,IN,1707874415
488,ozark,37.0209,-93.206,8.39,72,3,2.42,US,1707874223
489,ghadamis,30.1337,9.5007,13.43,45,0,1.99,LY,1707874366
490,neiafu,-18.65,-173.9833,29.38,74,100,7.72,TO,1707874274
491,blythe,33.6103,-114.5964,18.25,27,0,2.06,US,1707874271
492,nagqu,31.5,92.0,-6.38,32,98,4.12,CN,1707874241
493,marsabit,2.3284,37.9899,21.45,47,57,7.76,KE,1707874416
494,jinchang,38.4953,102.1739,-3.37,27,100,0.17,CN,1707874157
495,ilha de mocambique,-15.0342,40.7358,25.28,89,100,4.67,MZ,1707874416
496,palangkaraya,-2.2,113.8333,30.09,67,48,1.8,ID,1707874416
497,kralendijk,12.15,-68.2667,26.99,83,0,7.2,BQ,1707874416
498,orkney,-26.9802,26.6727,20.05,47,5,1.64,ZA,1707874416
499,selkirk,50.1436,-96.8845,-1.92,95,100,4.92,CA,1707874082
500,poyang,28.9924,116.6675,17.05,67,0,2.65,CN,1707874416
501,svetlyy,54.675,20.1347,4.09,92,99,3.52,RU,1707874416
502,bubaque,11.2833,-15.8333,26.71,71,100,6.76,GW,1707874102
503,takoradi,4.8845,-1.7554,27.62,90,16,3.14,GH,1707874416
504,yanam,16.7333,82.2167,18.82,93,64,1.17,IN,1707874083
505,upper sandusky,40.8273,-83.2813,3.27,73,17,3.77,US,1707874416
506,al qusayr,34.5091,36.5798,13.24,55,100,3.35,SY,1707874417
507,damghan,36.1683,54.348,8.84,36,100,0.81,IR,1707874417
508,kandi,11.1342,2.9386,24.16,10,0,2.33,BJ,1707874417
509,almeirim,-1.5233,-52.5817,23.5,95,100,1.82,BR,1707874144
510,tofol,5.3248,163.0078,29.88,79,75,6.17,FM,1707874090
511,hami,42.8,93.45,-3.73,37,0,2.83,CN,1707874137
512,mathis,28.0945,-97.828,16.18,67,100,4.76,US,1707874417
513,santiago,-33.4569,-70.6483,26.86,50,0,7.2,CL,1707873921
514,cranbrook,49.4999,-115.7688,-3.09,86,100,1.03,CA,1707874417
515,rijau,11.103,5.2507,24.41,10,1,3.73,NG,1707874417
516,saint-pierre,-21.3393,55.4781,25.82,78,0,3.09,RE,1707874070
517,monrovia,6.3005,-10.7969,25.87,87,1,3.11,LR,1707874160
518,san cristobal,7.7669,-72.225,25.1,70,8,1.0,VE,1707874417
519,funadhoo,6.15,73.2667,27.74,72,27,5.19,MV,1707874417
520,pasni,25.2631,63.471,20.53,73,0,2.71,PK,1707874144
521,daru,-9.0763,143.2092,29.98,70,31,4.74,PG,1707874088
522,severo-yeniseyskiy,60.3725,93.0408,-26.9,99,100,1.79,RU,1707874164
523,salinopolis,-0.6136,-47.3561,25.79,88,100,3.13,BR,1707874083
524,laela,-8.5667,32.05,15.99,94,89,1.09,TZ,1707874417
525,revda,56.801,59.9303,-27.22,96,9,2.64,RU,1707874271
526,choibalsan,48.0667,114.5,-22.65,85,20,2.71,MN,1707874157
527,nanao,37.05,136.9667,15.1,64,94,5.66,JP,1707874418
528,llallagua,-18.4167,-66.6333,6.75,85,95,2.68,BO,1707874418
529,kattivakkam,13.2167,80.3167,25.06,75,66,3.55,IN,1707874418
530,juneau,58.3019,-134.4197,3.0,90,75,1.54,US,1707874063
531,puerto leguizamo,-0.1934,-74.7819,23.42,97,93,1.52,CO,1707874418
532,rawatbhata,24.9333,75.5833,17.44,49,97,1.77,IN,1707874418
533,sept-iles,50.2001,-66.3821,-8.0,67,20,4.63,CA,1707874148
534,querecotillo,-4.8378,-80.6456,30.51,52,81,4.92,PE,1707874418
535,aranda de duero,41.6704,-3.6892,8.87,95,89,1.28,ES,1707874103
536,florida,28.7505,-82.5001,13.33,87,0,0.0,US,1707873840
537,paramonga,-10.6667,-77.8333,24.92,80,90,3.49,PE,1707874418
538,kingsland,30.8,-81.6898,13.29,84,100,1.58,US,1707874219
539,manaure,11.7751,-72.4445,26.8,76,91,6.95,CO,1707874418
540,colusa,39.2143,-122.0094,16.01,72,100,1.65,US,1707874418
541,nuuk,64.1835,-51.7216,-11.66,79,1,9.77,GL,1707874080
542,raduzhny,62.0961,77.475,-31.43,95,100,6.23,RU,1707874418
543,haimen,23.1935,116.6142,17.94,74,2,2.82,CN,1707874419
544,port pirie,-33.1833,138.0167,22.27,32,0,5.12,AU,1707874126
545,singkil,-7.9855,111.4161,28.97,75,50,1.17,ID,1707874419
546,rucar,45.4,25.1667,1.36,93,100,2.54,RO,1707874419
547,marang,5.2056,103.2059,27.95,82,57,3.55,MY,1707874419
548,kintampo,8.0563,-1.7306,28.88,38,0,1.75,GH,1707874419
549,nsanje,-16.92,35.262,19.88,96,5,0.26,MW,1707874419
550,teykovo,56.858,40.5369,-22.19,100,65,2.43,RU,1707874419
551,araucaria,-25.5931,-49.4103,23.29,99,100,0.49,BR,1707874319
552,mabaruma,8.2,-59.7833,22.92,98,98,1.2,GY,1707874363
553,lichuan,30.3,108.85,10.7,81,95,1.52,CN,1707874419
554,serhetabat,35.2799,62.3438,10.93,25,0,3.2,TM,1707874419
555,thiruthani,13.1833,79.6333,24.23,83,63,2.03,IN,1707874419
556,el dorado,38.7666,-120.5177,9.6,80,100,0.21,US,1707874419
557,plattsburgh,44.6995,-73.4529,0.16,69,100,1.54,US,1707874352
558,berbera,10.4396,45.0143,25.54,84,9,1.56,SO,1707874132
559,nuku'alofa,-21.1333,-175.2,29.19,84,75,7.2,TO,1707874345
560,oppdal,62.5943,9.6912,-8.91,78,60,4.3,NO,1707874420
561,madalena,41.2162,-8.3345,16.32,98,100,1.12,PT,1707874245
562,nushki,29.5542,66.0215,11.41,32,0,1.06,PK,1707874420
563,edson,53.5835,-116.4356,-3.92,74,100,2.57,CA,1707874420
564,sahab,31.8721,36.005,11.35,71,40,6.17,JO,1707874420
565,bugiri,0.5714,33.7417,20.0,88,33,1.54,UG,1707874420
566,lanark,55.6737,-3.7817,3.3,95,100,1.45,GB,1707874420
567,kalemie,-5.9475,29.1947,21.89,84,98,1.32,CD,1707874420
568,rupea,46.0333,25.2167,3.27,96,100,3.55,RO,1707874420
569,el granada,37.5027,-122.4694,14.47,77,0,3.6,US,1707874090
570,tarakan,3.3,117.6333,27.72,78,40,3.6,ID,1707874420
571,barakani,-12.1356,44.4317,27.27,82,26,3.56,KM,1707874420
572,parun,35.4207,70.9221,-7.68,44,0,5.05,AF,1707874420
573,jalai nur,49.45,117.7,-16.65,76,27,4.06,CN,1707874421
574,tezu,27.9167,96.1667,16.01,49,15,1.83,IN,1707874103
575,price,39.5994,-110.8107,3.4,64,0,1.54,US,1707874421
576,surkhpur,32.7161,74.4461,10.17,84,0,1.4,PK,1707874421
577,kilkis,40.9919,22.8708,10.16,75,76,6.9,GR,1707874421
578,kapit,2.0167,112.9333,28.84,76,55,0.81,MY,1707874366
579,chamical,-30.36,-66.314,22.31,50,1,5.49,AR,1707874273
